debate_media,coverage_media,debate_start_second,coverage_start_second,duration,match_url,transcript
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,829,3444.7,5.2,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/3444.7/end/3449.9,"HAVEN'T DONE ANYTHING ABOUT IT. NOW, IN ALL FAIRNESS TO SECRETARY CLINTON,"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,1157.8,3457.4,20.3,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/3457.4/end/3477.7,"ASK YOU THIS, YOU'VE BEEN DOING THIS FOR 30 YEARS. WHY ARE YOU JUST THINKING ABOUT THESE SOLUTIONS RIGHT NOW? FOR 30 YEARS YOU'VE BEEN DOING IT AND NOW YOU'RE JUST STARTING TO THINK OF SOLUTIONS. >> WELL, ACTUALLY -- >> I WILL BRING -- EXCUSE ANY. I WILL BRING BACK JOBS. YOU CAN'T BRING BACK JOBS. >> WELL, ACTUALLY, I"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,1168.8,5116.7,4.6,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/5116.7/end/5121.3,"YOU'RE JUST STARTING TO THINK OF SOLUTIONS. >> WELL, ACTUALLY -- >> I WILL BRING --"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,1549.3,5124.3,13,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/5124.3/end/5137.3,"I DON'T THINK GENERAL DOUGLAS MacARTHUR WOULD LIKE THAT TOO MUCH. >> THE NEXT SEGMENT -- >> AT LEAST I HAVE A PLAN TO FIGHT ISIS. >> NO, NO, YOU'RE TELLING THE ENEMY EVERYTHING I WANT TO DO. >> NO, WE'RE NOT. >> SEE, YOU TELLING THE ENEMY EVERYTHING YOU WANT TO DO. NO WONDER YOU'VE,"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,1694.5,3431.7,5.1,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/3431.7/end/3436.8,"INCREASES ON THE WEALTHIEST AMERICANS, SECRETARY CLINTON. >> I HAVE A FEELING BY"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,2009.7,3542.5,7,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/3542.5/end/3549.5,"THIS COUNTRY THAT HAS TO BE TAKEN CARE OF. I WILL RELEASE MY TAX RETURNS AGAINST MY"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,2196.8,3552.2,3.1,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/3552.2/end/3555.3,"YOUR E-MAILS. YOU WANT TO RESPOND TO THAT? >> I DO."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,3540.8,3486.9,9.2,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/3486.9/end/3496.1,"THEIR POLITICIANS HAVE DONE. >> MR. TRUMP -- >> I THINK DONALD JUST CRITICIZED ME FOR PREPARING FOR THIS DEBATE."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,3667.2,4099.8,7.7,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/4099.8/end/4107.5,"MUCH ABOUT IT. BUT I WAS THE ONE THAT GOT HIM TO PRODUCE THE BIRTH CERTIFICATE AND I THINK I DID A GOOD"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,5093.4,4146.5,5.9,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/4146.5/end/4152.4,">> -- I HEARD DONALD SAY HAS BEEN ABOUT NUCLEAR WEAPONS. HE HAS SAID REPEATEDLY THAT HE DIDN'T CARE IF"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WFTS_20160927_063500_World_News_Now,5717.1,4164.1,6.4,https://archive.org/details/WFTS_20160927_063500_World_News_Now#start/4164.1/end/4170.5,"SLOBS, AND DOGS AND SOMEONE WHO HAS SAID"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KCNC_20160927_110000_CBS4_Morning_News-5A,1694.5,93.6,5.9,https://archive.org/details/KCNC_20160927_110000_CBS4_Morning_News-5A#start/93.6/end/99.5,"INCREASES ON THE WEALTHIEST AMERICANS, SECRETARY CLINTON. >> I HAVE A FEELING BY THE END OF THIS"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KCNC_20160927_110000_CBS4_Morning_News-5A,2010.8,108.3,7.5,https://archive.org/details/KCNC_20160927_110000_CBS4_Morning_News-5A#start/108.3/end/115.8,"THIS COUNTRY THAT HAS TO BE TAKEN CARE OF. I WILL RELEASE MY TAX RETURNS AGAINST MY LAWYER'S WISHES. WHEN SHE RELEASES HER"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KCNC_20160927_110000_CBS4_Morning_News-5A,2711,151.9,7.4,https://archive.org/details/KCNC_20160927_110000_CBS4_Morning_News-5A#start/151.9/end/159.3,"TO USE FORCE ONLY WHEN NECESSARY. EVERYONE SHOULD BE RESPECTED BY THE LAW"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KCNC_20160927_110000_CBS4_Morning_News-5A,2881.5,162.1,3.3,https://archive.org/details/KCNC_20160927_110000_CBS4_Morning_News-5A#start/162.1/end/165.4,"BEEN KILLED. WE HAVE TO BRING BACK LAW AND ORDER."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KCNC_20160927_110000_CBS4_Morning_News-5A,4486.8,131.1,10.5,https://archive.org/details/KCNC_20160927_110000_CBS4_Morning_News-5A#start/131.1/end/141.6,"AND REALLY WORKING HARD. DONALD SUPPORTED THE INVASION OF IRAQ. >> WRONG. >> THAT IS ABSOLUTELY -- >> WRONG. >> -- PROVED OVER AND OVER AGAIN. >> WRONG. >> HE ACTUALLY"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,681.4,4822.7,4.5,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/4822.7/end/4827.2,"THE BIGGEST TAX CUTS FOR THE TOP PERCENTS OF THE PEOPLE IN THIS"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,702.7,5621.1,7.8,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/5621.1/end/5628.9,"DIFFERENT PERSPECTIVES. I UNDERSTAND THAT. YOU KNOW, DONALD WAS VERY FORTUNATE IN HIS LIFE AND THAT'S ALL TO HIS BENEFIT."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,1156.3,4954.9,21.8,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/4954.9/end/4976.7,"THEY'RE GONE. AND HILLARY, I JUST ASK YOU THIS, YOU'VE BEEN DOING THIS FOR 30 YEARS. WHY ARE YOU JUST THINKING ABOUT THESE SOLUTIONS RIGHT NOW? FOR 30 YEARS YOU'VE BEEN DOING IT AND NOW YOU'RE JUST STARTING TO THINK OF SOLUTIONS. >> WELL, ACTUALLY -- >> I WILL BRING -- EXCUSE ANY. I WILL BRING BACK JOBS. YOU CAN'T BRING BACK JOBS. >> WELL, ACTUALLY, I"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,1549.3,6624.6,4.5,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/6624.6/end/6629.1,"I DON'T THINK GENERAL DOUGLAS MacARTHUR WOULD LIKE THAT TOO MUCH."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,1821.3,4829.5,5.4,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/4829.5/end/4834.9,"TOP. >> MR. TRUMP -- >> TYPICAL POLITICIAN."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,2010.8,5042.8,6.7,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/5042.8/end/5049.5,"THIS COUNTRY THAT HAS TO BE TAKEN CARE OF. I WILL RELEASE MY TAX RETURNS AGAINST MY LAWYER'S WISHES."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,2170.9,5032.7,4,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/5032.7/end/5036.7,"GOING TO RELEASE HIS TAX RETURNS BECAUSE THERE'S SOMETHING HE'S"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,2196.8,5051.4,3.1,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/5051.4/end/5054.5,"YOUR E-MAILS. YOU WANT TO RESPOND TO THAT? >> I DO."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,3540.8,4986.1,11.7,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/4986.1/end/4997.8,"THEIR POLITICIANS HAVE DONE. >> MR. TRUMP -- >> I THINK DONALD JUST CRITICIZED ME FOR PREPARING FOR THIS DEBATE. AND YES, I DID. AND YOU KNOW WHAT ELSE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,3668.1,5600.6,5.6,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/5600.6/end/5606.2,"BUT I WAS THE ONE THAT GOT HIM TO PRODUCE THE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,5095.6,5648.6,3.2,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/5648.6/end/5651.8,"NUCLEAR WEAPONS. HE HAS SAID REPEATEDLY"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KNXV_20160927_091000_World_News_Now,5717.1,5664,5.2,https://archive.org/details/KNXV_20160927_091000_World_News_Now#start/5664/end/5669.2,"SLOBS, AND DOGS AND SOMEONE WHO HAS SAID"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,287.4,5098.3,7.2,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5098.3/end/5105.5,"THIS MOMENT AS WE WELCOME THE CANDIDATES, DEMOCRATIC NOMINEE FOR PRESIDENT OF THE UNITED STATES, HILLARY CLINTON. AND REPUBLICAN NOMINEE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,680.2,3197.7,2.4,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/3197.7/end/3200.1,
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,702.9,3996.8,6.6,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/3996.8/end/4003.4,"DIFFERENT PERSPECTIVES. I UNDERSTAND THAT. YOU KNOW, DONALD WAS VERY FORTUNATE IN HIS LIFE AND THAT'S ALL TO"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,703.3,5404.8,15.5,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5404.8/end/5420.3,"PERSPECTIVES. I UNDERSTAND THAT. YOU KNOW, DONALD WAS VERY FORTUNATE IN HIS LIFE AND THAT'S ALL TO HIS BENEFIT. HE STARTED HIS BUSINESS WITH $14 MILLION, BORROWED FROM HIS FATHER, AND HE REALLY BELIEVES THAT THE MORE YOU HELP"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,1157.7,3332.4,20.4,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/3332.4/end/3352.8,"ASK YOU THIS, YOU'VE BEEN DOING THIS FOR 30 YEARS. WHY ARE YOU JUST THINKING ABOUT THESE SOLUTIONS RIGHT NOW? FOR 30 YEARS YOU'VE BEEN DOING IT AND NOW YOU'RE JUST STARTING TO THINK OF SOLUTIONS. >> WELL, ACTUALLY -- >> I WILL BRING -- EXCUSE ANY. I WILL BRING BACK JOBS. YOU CAN'T BRING BACK JOBS. >> WELL, ACTUALLY, I"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,1325.2,5132.2,2.4,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5132.2/end/5134.6,"STANDARD OF TRADE DEALS. SAID IT WAS THE FINEST"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,1549.9,3394.8,13.1,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/3394.8/end/3407.9,"I DON'T THINK GENERAL DOUGLAS MacARTHUR WOULD LIKE THAT TOO MUCH. >> THE NEXT SEGMENT -- >> AT LEAST I HAVE A PLAN TO FIGHT ISIS. >> NO, NO, YOU'RE TELLING THE ENEMY EVERYTHING I WANT TO DO. >> NO, WE'RE NOT. >> SEE, YOU TELLING THE ENEMY EVERYTHING YOU WANT TO DO. NO WONDER YOU'VE, FIGHTING -- NO WONDER"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,1694.5,3306.9,5.1,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/3306.9/end/3312,"INCREASES ON THE WEALTHIEST AMERICANS, SECRETARY CLINTON. >> I HAVE A FEELING BY"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,2010.4,5109.6,7.0999999999999,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5109.6/end/5116.7,"THIS COUNTRY THAT HAS TO BE TAKEN CARE OF. I WILL RELEASE MY TAX RETURNS AGAINST MY LAWYER'S WISHES."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,2171.5,3409.5,4.2,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/3409.5/end/3413.7,"TAX RETURNS BECAUSE THERE'S SOMETHING HE'S"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,2196.8,5118.6,6.7,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5118.6/end/5125.3,"YOUR E-MAILS. YOU WANT TO RESPOND TO THAT? >> I DO. YOU KNOW, I MADE A MISTAKE USING A PRIVATE E-MAIL."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,2363.6,5759.3,11.5,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5759.3/end/5770.8,"NATION. AND WE HAVE A COUNTRY THAT NEEDS NEW ROADS, NEW TUNNELS, NEW BRIDGES, NEW AIRPORTS, NEW SCHOOLS, NEW HOSPITALS. AND WE DON'T HAVE THE MONEY BECAUSE IT'S BEEN SQUANDERED ON SO MANY OF YOUR IDEAS. >> LET YOU RESPOND --"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,3089.5,5159.1,4.7,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5159.1/end/5163.8,"THAT ARE INEFFECTIVE. STOP AND FRISK WAS FOUND TO BE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,3540.8,5173.5,10.3,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/5173.5/end/5183.8,"THEIR POLITICIANS HAVE DONE. >> MR. TRUMP -- >> I THINK DONALD JUST CRITICIZED ME FOR PREPARING FOR THIS DEBATE. AND YES, I DID."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,3666.5,3974.4,7.4,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/3974.4/end/3981.8,"OF COURSE. BUT NOBODY WAS CARING MUCH ABOUT IT. BUT I WAS THE ONE THAT GOT HIM TO PRODUCE THE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KTNV_20160927_093700_World_News_Now,5093.2,4021.7,5.8,https://archive.org/details/KTNV_20160927_093700_World_News_Now#start/4021.7/end/4027.5,">> -- I HEARD DONALD SAY HAS BEEN ABOUT NUCLEAR WEAPONS. HE HAS SAID REPEATEDLY THAT HE DIDN'T CARE IF"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,287.1,3365,6.2,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3365/end/3371.2,"THIS MOMENT AS WE WELCOME THE CANDIDATES, DEMOCRATIC NOMINEE FOR PRESIDENT OF THE UNITED STATES, HILLARY CLINTON."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,702.9,3671.7,16.1,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3671.7/end/3687.8,"DIFFERENT PERSPECTIVES. I UNDERSTAND THAT. YOU KNOW, DONALD WAS VERY FORTUNATE IN HIS LIFE AND THAT'S ALL TO HIS BENEFIT. HE STARTED HIS BUSINESS WITH $14 MILLION, BORROWED FROM HIS FATHER, AND HE REALLY BELIEVES THAT THE MORE YOU HELP WEALTHY PEOPLE, THE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,1325.2,3399.2,2.4,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3399.2/end/3401.6,"STANDARD OF TRADE DEALS. SAID IT WAS THE FINEST"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,1359.4,3395,10.9,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3395/end/3405.9,"I THINK IT'S IMPORTANT TO LOOK AT WHAT WE NEED TO DO TO GET THE ECONOMY GOING AGAIN. THAT'S WHY I SAID NEW JOBS WITH RISING INCOMES, INVESTMENTS. NOT IN MORE TAX CUTS THAT WOULD ADD $5"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,1549.3,5068.3,4.1,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/5068.3/end/5072.4,"I DON'T THINK GENERAL DOUGLAS MacARTHUR WOULD LIKE THAT TOO MUCH."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,2010.5,3376.6,6.6,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3376.6/end/3383.2,"THIS COUNTRY THAT HAS TO BE TAKEN CARE OF. I WILL RELEASE MY TAX RETURNS AGAINST MY LAWYER'S WISHES."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,2197.3,3386.1,6.3,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3386.1/end/3392.4,"YOU WANT TO RESPOND TO THAT? >> I DO. YOU KNOW, I MADE A MISTAKE USING A PRIVATE E-MAIL."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,2361.1,4024.3,13.4,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/4024.3/end/4037.7,"WE'RE A SERIOUS DEBTOR NATION. AND WE HAVE A COUNTRY THAT NEEDS NEW ROADS, NEW TUNNELS, NEW BRIDGES, NEW AIRPORTS, NEW SCHOOLS, NEW HOSPITALS. AND WE DON'T HAVE THE MONEY BECAUSE IT'S BEEN SQUANDERED ON SO MANY OF YOUR IDEAS."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,3088.6,3425.2,6.1,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3425.2/end/3431.3,"THEN THERE ARE WAYS THAT ARE INEFFECTIVE. STOP AND FRISK WAS FOUND TO BE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,3540.8,3440.5,8.6,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3440.5/end/3449.1,"THEIR POLITICIANS HAVE DONE. >> MR. TRUMP -- >> I THINK DONALD JUST CRITICIZED ME FOR PREPARING FOR THIS"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,KMGH_20160927_083600_World_News_Now,5693,3451.8,6.8,https://archive.org/details/KMGH_20160927_083600_World_News_Now#start/3451.8/end/3458.6,"ANYTHING YOU -- YOU ALMOST CAN'T NAME A GOOD DEAL. I AGREE, SHE'S GOT EXPERIENCE, BUT IT'S BAD EXPERIENCE."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WMUR_20160927_070000_World_News_Now,287.1,3720.6,6.2,https://archive.org/details/WMUR_20160927_070000_World_News_Now#start/3720.6/end/3726.8,"THIS MOMENT AS WE WELCOME THE CANDIDATES, DEMOCRATIC NOMINEE FOR PRESIDENT OF THE UNITED STATES, HILLARY CLINTON."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WMUR_20160927_070000_World_News_Now,702.9,4027.1,7.5000000000001,https://archive.org/details/WMUR_20160927_070000_World_News_Now#start/4027.1/end/4034.6,"DIFFERENT PERSPECTIVES. I UNDERSTAND THAT. YOU KNOW, DONALD WAS VERY FORTUNATE IN HIS LIFE AND THAT'S ALL TO HIS BENEFIT."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WMUR_20160927_070000_World_News_Now,827.2,1941.6,6.9,https://archive.org/details/WMUR_20160927_070000_World_News_Now#start/1941.6/end/1948.5,"BUT THE POLITICIANS HAVEN'T DONE ANYTHING ABOUT IT. NOW, IN ALL FAIRNESS TO SECRETARY CLINTON,"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WMUR_20160927_070000_World_News_Now,1157.6,1955.8,20.4,https://archive.org/details/WMUR_20160927_070000_World_News_Now#start/1955.8/end/1976.2,"ASK YOU THIS, YOU'VE BEEN DOING THIS FOR 30 YEARS. WHY ARE YOU JUST THINKING ABOUT THESE SOLUTIONS RIGHT NOW? FOR 30 YEARS YOU'VE BEEN DOING IT AND NOW YOU'RE JUST STARTING TO THINK OF SOLUTIONS. >> WELL, ACTUALLY -- >> I WILL BRING -- EXCUSE ANY. I WILL BRING BACK JOBS. YOU CAN'T BRING BACK JOBS. >> WELL, ACTUALLY, I"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WMUR_20160927_070000_World_News_Now,1325.3,3754.8,2.3,https://archive.org/details/WMUR_20160927_070000_World_News_Now#start/3754.8/end/3757.1,"STANDARD OF TRADE DEALS. SAID IT WAS THE FINEST"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WMUR_20160927_070000_World_News_Now,1549.3,5421.8,13.7,https://archive.org/details/WMUR_20160927_070000_World_News_Now#start/5421.8/end/5435.5,"I DON'T THINK GENERAL DOUGLAS MacARTHUR WOULD LIKE THAT TOO MUCH. >> THE NEXT SEGMENT -- >> AT LEAST I HAVE A PLAN TO FIGHT ISIS. >> NO, NO, YOU'RE TELLING THE ENEMY EVERYTHING I WANT TO DO. >> NO, WE'RE NOT. >> SEE, YOU TELLING THE ENEMY EVERYTHING YOU WANT TO DO. NO WONDER YOU'VE, FIGHTING -- NO WONDER"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,WMUR_20160927_070000_World_News_Now,1821.3,1923.7,3.2,https://archive.org/details/WMUR_20160927_070000_World_News_Now#start/1923.7/end/1926.9,"TOP. >> MR. TRUMP --"
