start_second,duration,coverage_count,programs,match_url,transcript
1355,5,2,"CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1355/end/1360,
1360,5,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1360/end/1365,
1365,1,6,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1365/end/1366,
1366,1,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1366/end/1367,
1367,1,2,"CNNW_20161020_100000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1367/end/1368,
1395,10,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1395/end/1405,
1443,8,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1443/end/1451,
1475,3,4,"CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1475/end/1478,
1478,3,5,"CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1478/end/1481,
1481,1,4,"CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1481/end/1482,
1482,2,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1482/end/1484,
1507,4,1,CNNW_20161020_100000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1507/end/1511,
1523,2,1,KYW_20161020_110000_CBS_This_Morning,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1523/end/1525,
1525,4,2,"KYW_20161020_110000_CBS_This_Morning, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1525/end/1529,
1529,2,1,WPVI_20161020_110000_Good_Morning_America,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1529/end/1531,
1531,5,2,"FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1531/end/1536,
1536,1,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1536/end/1537,
1548,26,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1548/end/1574,
1592,10,1,CNNW_20161020_100000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1592/end/1602,
1603,9,1,KYW_20161020_110000_CBS_This_Morning,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1603/end/1612,
1618,3,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1618/end/1621,
1621,4,2,"FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1621/end/1625,
1625,1,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1625/end/1626,
1649,3,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1649/end/1652,
1652,4,2,"CNNW_20161020_090000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1652/end/1656,
1656,12,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1656/end/1668,
1714,1,1,CNNW_20161020_110000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1714/end/1715,
1715,9,3,"CNNW_20161020_090000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1715/end/1724,
1724,11,2,"CNNW_20161020_090000_New_Day, CNNW_20161020_110000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1724/end/1735,
1735,11,3,"CNNW_20161020_090000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1735/end/1746,
1746,17,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1746/end/1763,
1763,10,2,"FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1763/end/1773,
1773,10,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1773/end/1783,
1783,1,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1783/end/1784,
1784,13,4,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1784/end/1797,
1797,2,3,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1797/end/1799,
1802,3,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1802/end/1805,
1805,6,2,"KYW_20161020_110000_CBS_This_Morning, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1805/end/1811,
1824,6,3,"FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1824/end/1830,
1830,18,2,"FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1830/end/1848,
1848,4,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1848/end/1852,
1852,2,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1852/end/1854,
1854,11,4,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1854/end/1865,
1865,1,3,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1865/end/1866,
1883,1,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, WPVI_20161020_110000_Good_Morning_America, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1883/end/1884,
1884,7,6,"KYW_20161020_110000_CBS_This_Morning, CNNW_20161020_090000_New_Day, CNNW_20161020_100000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1884/end/1891,
1891,3,5,"KYW_20161020_110000_CBS_This_Morning, CNNW_20161020_090000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1891/end/1894,
1894,1,4,"KYW_20161020_110000_CBS_This_Morning, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1894/end/1895,
1895,2,2,"KYW_20161020_110000_CBS_This_Morning, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1895/end/1897,
1933,15,1,WPVI_20161020_110000_Good_Morning_America,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1933/end/1948,
1960,8,1,KYW_20161020_110000_CBS_This_Morning,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1960/end/1968,
2075,4,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2075/end/2079,
2079,5,2,"CNNW_20161020_090000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2079/end/2084,
2084,4,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2084/end/2088,
2099,5,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2099/end/2104,
2162,4,2,"CNNW_20161020_090000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2162/end/2166,
2534,5,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2534/end/2539,
2768,12,1,CNNW_20161020_100000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2768/end/2780,
2834,14,1,CNBC_20161020_100000_Squawk_Box,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2834/end/2848,
2860,14,1,CNBC_20161020_100000_Squawk_Box,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2860/end/2874,
2937,30,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2937/end/2967,
2967,11,2,"KYW_20161020_110000_CBS_This_Morning, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2967/end/2978,
2978,9,3,"KYW_20161020_110000_CBS_This_Morning, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2978/end/2987,
2987,1,2,"KYW_20161020_110000_CBS_This_Morning, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2987/end/2988,
2988,1,1,KYW_20161020_110000_CBS_This_Morning,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/2988/end/2989,
3005,17,2,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3005/end/3022,
3022,2,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3022/end/3024,
3037,1,3,"CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3037/end/3038,
3038,3,4,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3038/end/3041,
3041,5,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3041/end/3046,
3046,3,3,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3046/end/3049,
3063,11,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3063/end/3074,
3107,12,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3107/end/3119,
3175,5,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3175/end/3180,
3185,20,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3185/end/3205,
3206,2,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3206/end/3208,
3208,3,4,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3208/end/3211,
3211,9,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3211/end/3220,
3220,2,4,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3220/end/3222,
3222,3,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3222/end/3225,
3225,1,1,CNNW_20161020_110000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3225/end/3226,
3281,9,1,KYW_20161020_110000_CBS_This_Morning,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3281/end/3290,
3316,1,3,"KYW_20161020_110000_CBS_This_Morning, CNNW_20161020_090000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3316/end/3317,
3317,11,6,"KYW_20161020_110000_CBS_This_Morning, CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3317/end/3328,
3328,1,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3328/end/3329,
3329,5,4,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3329/end/3334,
3334,1,2,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3334/end/3335,
3335,1,1,CNNW_20161020_090000_New_Day,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3335/end/3336,
3595,13,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3595/end/3608,
3623,5,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3623/end/3628,
3628,21,2,"CNNW_20161020_090000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3628/end/3649,
3649,5,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3649/end/3654,
3675,4,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3675/end/3679,
3679,8,2,"CNNW_20161020_090000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3679/end/3687,
3687,7,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3687/end/3694,
3717,20,2,"FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3717/end/3737,
3942,7,1,KYW_20161020_110000_CBS_This_Morning,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3942/end/3949,
3997,2,1,WPVI_20161020_110000_Good_Morning_America,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3997/end/3999,
3999,7,3,"CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/3999/end/4006,
4006,1,4,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4006/end/4007,
4007,1,3,"CNNW_20161020_090000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, WPVI_20161020_110000_Good_Morning_America",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4007/end/4008,
4008,3,2,"CNNW_20161020_090000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4008/end/4011,
4011,15,1,FOXNEWSW_20161020_100000_FOX__Friends,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4011/end/4026,
4059,4,1,CNBC_20161020_100000_Squawk_Box,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4059/end/4063,
4063,3,5,"CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4063/end/4066,
4066,1,3,"CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4066/end/4067,
4067,12,1,CNBC_20161020_100000_Squawk_Box,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4067/end/4079,
4079,4,2,"CNBC_20161020_100000_Squawk_Box, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4079/end/4083,
4083,4,1,CNBC_20161020_100000_Squawk_Box,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4083/end/4087,
4087,10,2,"KYW_20161020_110000_CBS_This_Morning, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4087/end/4097,
4097,10,1,CNBC_20161020_100000_Squawk_Box,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4097/end/4107,
4107,4,8,"KYW_20161020_110000_CBS_This_Morning, KYW_20161020_110000_CBS_This_Morning, CNNW_20161020_090000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, CNBC_20161020_100000_Squawk_Box",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/4107/end/4111,
