second,coverage_count,transcript,link
134,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/134/end/194
135,0,"OF WHO WHOM ACCUSED BILL CLINTON OF SEXUAL ASSAULT OR HARASSMENT. IN RESPONSE CLINTON COME PAIN",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/135/end/195
136,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/136/end/196
137,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/137/end/197
138,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/138/end/198
139,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/139/end/199
140,0,"SAYS WE'RE NOT SURPRISED SEE DONALD TRUMP CONTINUE HIS DESTRUCTIVE RACE TO THE BOTTOM.",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/140/end/200
141,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/141/end/201
142,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/142/end/202
143,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/143/end/203
144,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/144/end/204
145,0,"DESTRUCTIVE RACE TO THE BOTTOM. FRIENDS. THE MORAL EQUIVALENCY WARS ARE IN FULL -- I DON'T KNOW, SWAY,",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/145/end/205
146,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/146/end/206
147,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/147/end/207
148,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/148/end/208
149,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/149/end/209
150,0,"IN FULL -- I DON'T KNOW, SWAY, DAVID? >> THIS COULD BE ONE OF THE MOST HISTORIC AND REPULSIVE DEBATES",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/150/end/210
151,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/151/end/211
152,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/152/end/212
153,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/153/end/213
154,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/154/end/214
155,0,"TO THE AMERICAN POLITICAL HISTORY. WE'VE ENTERED REALITY TV SHOW OF",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/155/end/215
156,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/156/end/216
157,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/157/end/217
158,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/158/end/218
159,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/159/end/219
160,0,"THE BOTTOM LEVEL. AND SO I'M EXPECTING A TRAFFIC ACCIDENT FRANKLY WHAT TRUMP DID",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/160/end/220
161,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/161/end/221
162,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/162/end/222
163,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/163/end/223
164,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/164/end/224
165,0,"ACCIDENT FRANKLY WHAT TRUMP DID WILL BACKFIRE BADLY AS MORE REPUBLICANS FLEE FROM HIM. >> Woodruff:  HOW MUCH OF ALL",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/165/end/225
166,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/166/end/226
167,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/167/end/227
168,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/168/end/228
169,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/169/end/229
170,0,">> Woodruff:  HOW MUCH OF ALL THIS STUFF WILL COME UP TONIGHT? >> THE FACT THAT I CAN'T LET MY FOURTH GRADER WATCH A",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/170/end/230
171,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/171/end/231
172,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/172/end/232
173,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/173/end/233
174,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/174/end/234
175,0,"FOURTH GRADER WATCH A PRESIDENTIAL DEBATE TELLS YOU ALL YOU NEED TO KNOW ABOUT WHERE WE ARE IN THIS CAMPAIGN AND WHAT I EXPECT FROM IT.",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/175/end/235
176,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/176/end/236
177,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/177/end/237
178,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/178/end/238
179,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/179/end/239
180,0,"I EXPECT FROM IT. I THINK DONALD TRUMP'S BEFORE HE HAD THIS PRESS CONFERENCE MY",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/180/end/240
181,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/181/end/241
182,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/182/end/242
183,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/183/end/243
184,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/184/end/244
185,0,"THOUGHT EITHER GOING TO COME IN DO CONTRITION OR BATTIVE. WE KNOW OBVIOUSLY WHICH HALF HE",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/185/end/245
186,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/186/end/246
187,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/187/end/247
188,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/188/end/248
189,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/189/end/249
190,0,"CHOSE. HE HAS DECIDED THROUGHOUT THE COURSE TO DOUBLE DOWN, TRIPLE",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/190/end/250
191,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/191/end/251
192,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/192/end/252
193,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/193/end/253
194,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/194/end/254
195,0,"DOWN, ANY TIME HE'S CHALLENGED ONLY INTERESTED IN TALKING TO HIS FAITHFUL, NEVER INTERESTED IN REACHING BEYOND THAT.",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/195/end/255
196,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/196/end/256
197,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/197/end/257
198,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/198/end/258
199,0,,https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/199/end/259
200,0,"IN REACHING BEYOND THAT. >> Ifill:  ARE WE TALKING ABOUT POLICY DEBATE OR PERSONALITY? >> TALKING ABOUT DONALD TRUMP",https://archive.org/details/KQED_20161010_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/200/end/260
