second,coverage_count,transcript,link
30,0,">> I KNOW MORE ABOUT ISIS THAN THE GENERALS,. >> I HAVE SAT AT THAT TABLE IN THE SITUATION ROOM. >> NOBODY KNOWS THE SYSTEM",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/30/end/90
31,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/31/end/91
32,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/32/end/92
33,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/33/end/93
34,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/34/end/94
35,0,"THE SITUATION ROOM. >> NOBODY KNOWS THE SYSTEM BETTER THAN ME. I ALONE CAN FIX IT. >> GOING TO CLOSE MY CAMPAIGN FOCUSED ON OPPORTUNITIES FOR",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/35/end/95
36,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/36/end/96
37,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/37/end/97
38,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/38/end/98
39,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/39/end/99
40,0,"FOCUSED ON OPPORTUNITIES FOR KIDS AND FAIRNESS FOR FAMILIES. >> HILLARY FAILED ON THE",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/40/end/100
41,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/41/end/101
42,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/42/end/102
43,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/43/end/103
44,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/44/end/104
45,0,"ECONOMY, EVERYTHING SHE TOUCHED DIDN'T WORK OUT. >> EVEN IF YOU'RE TOTALLY OPPOSED TO DONALD TRUMP, YOU MAY",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/45/end/105
46,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/46/end/106
47,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/47/end/107
48,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/48/end/108
49,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/49/end/109
50,0,"OPPOSED TO DONALD TRUMP, YOU MAY STILL HAVE SOME QUESTIONS ABOUT ME.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/50/end/110
51,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/51/end/111
52,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/52/end/112
53,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/53/end/113
54,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/54/end/114
55,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/55/end/115
56,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/56/end/116
57,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/57/end/117
58,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/58/end/118
59,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/59/end/119
60,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/60/end/120
61,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/61/end/121
62,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/62/end/122
63,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/63/end/123
64,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/64/end/124
65,0,">> Woodruff:  GOOD EVENING GWEN IFILV AWAY.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/65/end/125
66,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/66/end/126
67,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/67/end/127
68,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/68/end/128
69,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/69/end/129
70,0,"GWEN IFILV AWAY. WELCOME TO THE PBS ""NEWSHOUR"" SPECIAL COVERAGE OF THE FINAL",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/70/end/130
71,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/71/end/131
72,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/72/end/132
73,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/73/end/133
74,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/74/end/134
75,0,"PRESIDENTIAL DEBATE BETWEEN DEMOCRAT HILLARY CLINTON AND REPUBLICAN DONALD TRUMP. THE STAGE IS SET AT THE",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/75/end/135
76,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/76/end/136
77,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/77/end/137
78,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/78/end/138
79,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/79/end/139
80,0,"UNIVERSITY OF NEVADA LAS VEGAS AT A TIME WHEN THE MOST RECENT POLLS BOTH NATIONAL AND IN",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/80/end/140
81,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/81/end/141
82,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/82/end/142
83,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/83/end/143
84,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/84/end/144
85,0,"POLLS BOTH NATIONAL AND IN BATTLEGROUND STATES SHOW A SURGE IN SUPPORT FOR CLINTON. WHILE TRUMP'S NUMBERS HAVE BEEN",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/85/end/145
86,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/86/end/146
87,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/87/end/147
88,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/88/end/148
89,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/89/end/149
90,0,"WHILE TRUMP'S NUMBERS HAVE BEEN SLIPPING, ESPECIALLY SINCE THE RELEASE OF THE 2005 VIDEO WHERE",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/90/end/150
91,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/91/end/151
92,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/92/end/152
93,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/93/end/153
94,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/94/end/154
95,0,"RELEASE OF THE 2005 VIDEO WHERE HE'S HEARD USING LEWD LANGUAGE BOASTING ABOUT BEING SEXUALLY",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/95/end/155
96,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/96/end/156
97,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/97/end/157
98,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/98/end/158
99,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/99/end/159
100,0,"BOASTING ABOUT BEING SEXUALLY AGGRESSIVE. THE MODERATOR, CHRIS WALLACE OF OF FOX NEWS ANNOUNCED AHEAD OF",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/100/end/160
101,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/101/end/161
102,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/102/end/162
103,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/103/end/163
104,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/104/end/164
105,0,"TIME THERE WILL BE SIX TOPICS TONIGHT NOT NECESSARILY IN THIS ORDER.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/105/end/165
106,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/106/end/166
107,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/107/end/167
108,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/108/end/168
109,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/109/end/169
110,0,"ORDER. DEBT AND ENTITLEMENT. IMMIGRATION. THE ECONOMY. THE SUPREME COURT.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/110/end/170
111,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/111/end/171
112,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/112/end/172
113,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/113/end/173
114,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/114/end/174
115,0,"HOT SPOTS AND FITNESS TO BE PRESIDENT. WATCH IT ALL JOINING ME HERE AT THIS TABLE IN WASHINGTON OUR",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/115/end/175
116,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/116/end/176
117,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/117/end/177
118,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/118/end/178
119,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/119/end/179
120,0,"THIS TABLE IN WASHINGTON OUR REGULAR ""NEWSHOUR"" CONTRIBUTORS SYNDICATED COLUMNIST MARK",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/120/end/180
121,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/121/end/181
122,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/122/end/182
123,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/123/end/183
124,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/124/end/184
125,0,"SYNDICATED COLUMNIST MARK SHIELDS, ""NEW YORK TIMES"" COLUMNIST DAVID BROOKS AND AMY WALTER OF THE ""COOK POLITICAL",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/125/end/185
126,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/126/end/186
127,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/127/end/187
128,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/128/end/188
129,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/129/end/189
130,0,"WALTER OF THE ""COOK POLITICAL REPORT."" WE'RE AT THIRD ONE AND IT WILL ALL BE OVER AFTER THIS, DAVID?",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/130/end/190
131,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/131/end/191
132,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/132/end/192
133,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/133/end/193
134,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/134/end/194
135,0,"DO YOU EXPECT THEM TO GO HIGH OR LOW? >> PROMISE THIS WILL BE OVER?",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/135/end/195
136,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/136/end/196
137,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/137/end/197
138,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/138/end/198
139,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/139/end/199
140,0,">> PROMISE THIS WILL BE OVER? NO, I EXPECT HER TO GO HIGH HIM TO GO LOW.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/140/end/200
141,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/141/end/201
142,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/142/end/202
143,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/143/end/203
144,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/144/end/204
145,0,"TO GO LOW. HE'S BEHIND SO HE'S GOT TO TRY SOME DESPERATE MOVE. THE QUICK FOR HER TO SEE IF SHE CAN BE STRONG ENOUGH TO REBUT",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/145/end/205
146,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/146/end/206
147,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/147/end/207
148,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/148/end/208
149,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/149/end/209
150,0,"CAN BE STRONG ENOUGH TO REBUT WHATEVER HE SAYS WHILE STILL PROJECTING SOME SENSE OF POSITIVITY THAT WILL ATTRACT.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/150/end/210
151,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/151/end/211
152,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/152/end/212
153,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/153/end/213
154,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/154/end/214
155,0,"POSITIVITY THAT WILL ATTRACT. MY BIG QUESTION, DO WE WANT TO TAKE A SHOWER AFTER THIS IS OVER.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/155/end/215
156,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/156/end/216
157,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/157/end/217
158,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/158/end/218
159,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/159/end/219
160,0,"OVER. FEEL BETTER ABOUT OUR COUNTRY OR WORSE? >> Woodruff:  LOW OR HIGH, MARK? >> I THINK DONALD TRUMP WON THE",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/160/end/220
161,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/161/end/221
162,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/162/end/222
163,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/163/end/223
164,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/164/end/224
165,0,"NOMINATION, GOING AWAY, PREVAILED IN THE DEBATES BY",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/165/end/225
166,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/166/end/226
167,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/167/end/227
168,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/168/end/228
169,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/169/end/229
170,0,"EXPOSING AND PLAYING TO THE VULNERABILITIES AND WEAKNESSES",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/170/end/230
171,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/171/end/231
172,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/172/end/232
173,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/173/end/233
174,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/174/end/234
175,0,"VULNERABILITIES AND WEAKNESSES OF HIS OPPONENTS. HE HAS TO CONCLUDE -- HE RATTLED THEM. HE BULLIED THEM.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/175/end/235
176,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/176/end/236
177,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/177/end/237
178,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/178/end/238
179,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/179/end/239
180,0,"THEM. HE BULLIED THEM. HE HAS TO SAY THAT HASN'T WORKED WITH HILLARY CLINTON.",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/180/end/240
181,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/181/end/241
182,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/182/end/242
183,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/183/end/243
184,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/184/end/244
185,0,"WITH HILLARY CLINTON. AFTER 26 DEBATES WITH BARACK OBAMA SHE'S FAR MORE FORMIDABLE",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/185/end/245
186,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/186/end/246
187,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/187/end/247
188,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/188/end/248
189,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/189/end/249
190,0,"THAN ANYBODY'S HE'S FACED. I THINK HE'S GOING TO --",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/190/end/250
191,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/191/end/251
192,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/192/end/252
193,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/193/end/253
194,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/194/end/254
195,0,">> Woodruff:  THAT'S THE CHALLENGE. YOUR HOME ALWAYS TOLD YOU NEVER",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/195/end/255
196,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/196/end/256
197,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/197/end/257
198,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/198/end/258
199,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/199/end/259
200,0,"GET A SECOND CHANCE TO MAKE A FIRST IMPRESSION. HI FIRST DEBATE SEALED THE STATE",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/200/end/260
201,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/201/end/261
202,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/202/end/262
203,0,,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/203/end/263
